customer_id,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_Data
4611-ANLQC,false,,,true,Cable,4,true,true,true,false,false,true,true,true
4625-EWPTF,false,,,true,Cable,4,true,false,false,false,false,false,false,false
5057-LCOUI,false,,,true,DSL,4,false,false,true,false,true,true,true,true
5110-CHOPY,false,,,true,Cable,4,true,false,true,false,true,true,true,true
5233-GEEAX,false,,,true,DSL,4,false,false,true,false,false,false,false,true
6115-ZTBFQ,false,,,true,DSL,4,true,true,true,true,true,true,true,true
7636-OWBPG,false,,,true,DSL,4,false,true,false,false,false,false,false,true
8627-EHGIP,false,,,true,Cable,4,false,true,true,false,true,true,true,true
8645-KWHJO,false,,,true,DSL,4,false,false,true,true,true,true,true,true
8904-OPDCK,false,,,true,DSL,4,false,false,false,false,false,false,false,true
9236-NDUCW,false,,,true,DSL,4,true,false,false,true,false,false,false,true
9373-WSLOY,false,,,true,DSL,4,false,true,true,true,true,false,false,true
9708-HPXWZ,false,,,true,DSL,4,false,false,true,true,true,false,false,true
0928-JMXNP,false,,,true,DSL,5,false,false,true,false,false,false,false,true
1623-NLDOT,false,,,true,Cable,5,false,true,false,true,false,false,false,false
1768-ZAIFU,false,,,true,Cable,5,false,false,false,false,false,false,false,true
2672-DZUOY,false,,,true,DSL,5,false,false,false,false,false,false,false,true
2778-OCLGR,false,,,true,DSL,5,true,false,false,false,false,true,false,true
3606-SBKRY,false,,,true,DSL,5,false,false,true,false,true,true,true,true
4236-UJPWO,false,,,true,DSL,5,false,false,false,false,false,false,false,true
4905-JEFDW,false,,,true,DSL,5,false,false,true,false,true,false,false,true
5073-WXOYN,false,,,true,Cable,5,false,true,false,false,true,true,true,true
7614-QVWQL,false,,,true,DSL,5,false,true,false,false,true,true,true,false
8648-PFRMP,false,,,true,Cable,5,false,false,false,false,true,true,true,true
9995-HOTOH,false,,,true,Cable,5,true,true,true,false,true,true,true,true
0336-KXKFK,false,,,true,DSL,6,true,false,true,true,true,true,true,true
1559-DTODC,false,,,true,DSL,6,false,false,false,false,false,false,false,true
2460-FPSYH,false,,,true,Cable,6,true,true,false,false,true,true,true,false
3308-JSGML,false,,,true,Cable,6,true,false,true,true,true,true,false,true
3813-DHBBB,false,,,true,DSL,6,true,true,false,true,false,true,true,true
3933-DQPWX,false,,,true,DSL,6,false,true,true,true,false,false,false,true
4139-DETXS,false,,,true,DSL,6,true,true,true,true,true,true,true,true
4177-JPDFU,false,,,true,Cable,6,false,true,false,true,false,false,false,true
4450-YOOHP,false,,,true,DSL,6,false,false,true,false,true,true,true,true
4524-QCSSM,false,,,true,DSL,6,true,true,false,false,false,true,true,true
5868-CZJDR,false,,,true,DSL,6,false,true,false,false,false,false,false,false
6682-VCIXC,false,,,true,Cable,6,true,true,false,true,true,false,false,true
7041-TXQJH,false,,,true,Cable,6,false,false,true,false,false,true,true,true
7110-BDTWG,false,,,true,Cable,6,false,false,true,true,false,true,true,true
7365-BVCJH,false,,,true,DSL,6,false,false,false,false,false,false,false,true
7740-KKCXF,false,,,true,DSL,6,false,true,false,false,false,false,false,true
8008-HAWED,false,,,true,Cable,6,false,false,true,false,true,true,true,false
8263-JQAIK,false,,,true,DSL,6,false,false,false,false,false,false,false,true
0121-SNYRK,false,,,true,DSL,7,true,false,false,true,false,false,false,true
0230-UBYPQ,false,,,true,DSL,7,true,false,false,true,false,false,false,true
1334-FJSVR,false,,,true,DSL,7,false,false,false,false,false,false,false,true
1335-NTIUC,false,,,true,DSL,7,false,false,false,false,false,false,false,true
1432-FPAXX,false,,,true,DSL,7,false,true,false,false,false,false,false,true
1853-ARAAQ,false,,,true,DSL,7,false,false,true,false,true,true,true,true
2049-BAFNW,false,,,true,DSL,7,false,false,true,true,false,false,false,true
4334-HOWRP,false,,,true,DSL,7,true,true,true,true,true,true,false,false
4664-NJCMS,false,,,true,DSL,7,true,false,true,true,true,true,true,true
4676-WLUHT,false,,,true,DSL,7,true,true,false,false,false,true,true,true
6549-NNDYT,false,,,true,Cable,7,true,false,false,false,false,false,false,true
7802-EFKNY,false,,,true,DSL,7,false,false,false,false,false,false,false,true
7963-SHNDT,false,,,true,DSL,7,true,true,false,true,false,false,false,false
8644-XYTSV,false,,,true,DSL,7,true,false,false,false,true,false,false,true
9501-UKKNL,false,,,true,DSL,7,false,false,false,true,true,true,true,true
9667-EQRXU,false,,,true,Cable,7,false,false,true,false,true,false,false,false
9928-BZVLZ,false,,,true,DSL,7,true,false,true,true,false,true,true,true
0375-HVGXO,false,,,true,DSL,8,false,false,false,false,true,false,false,true
0623-IIHUG,false,,,true,Cable,8,true,false,false,false,true,false,false,true
1371-DWPAZ,false,,,true,DSL,8,true,true,true,true,true,false,false,true
1430-SFQSA,false,,,true,DSL,8,true,false,false,true,false,false,false,true
2582-FFFZR,false,,,true,DSL,8,false,false,true,false,true,true,true,true
4819-HJPIW,false,,,true,DSL,8,false,false,false,false,false,false,false,true
4825-XJGDM,false,,,true,DSL,8,true,true,true,true,false,false,false,true
5133-VRSAB,false,,,true,Cable,8,true,false,false,false,false,false,false,false
5245-VDBUR,false,,,true,DSL,8,true,false,true,false,false,false,false,true
5656-MJEFC,false,,,true,Cable,8,true,false,true,true,true,false,false,true
5673-TIYIB,false,,,true,DSL,8,false,true,true,true,false,false,false,true
6614-YOLAC,false,,,true,Cable,8,true,true,false,true,true,true,true,true
6713-OKOMC,false,,,true,DSL,8,true,false,false,false,false,false,false,true
7470-MCQTK,false,,,true,DSL,8,false,false,true,false,true,true,true,true
8190-ZTQFB,false,,,true,Cable,8,false,false,true,false,true,true,true,false
8350-NYMVI,false,,,true,DSL,8,false,true,true,true,false,false,false,true
8779-QRDMV,false,,,true,DSL,8,false,false,true,false,false,true,false,false
9281-PKKZE,false,,,true,DSL,8,false,false,false,false,true,true,true,true
0023-HGHWL,false,,,true,Cable,9,false,false,false,false,false,false,false,true
0749-IRGQE,false,,,true,DSL,9,false,false,false,false,true,true,false,true
0778-NELLA,false,,,true,DSL,9,false,false,false,false,true,false,false,true
1496-GGSUK,false,,,true,Cable,9,false,false,false,false,false,false,false,true
1740-CSDJP,false,,,true,DSL,9,false,false,false,false,false,true,true,true
2586-CWXVV,false,,,true,Cable,9,false,true,false,false,false,false,false,true
2773-MADBQ,false,,,true,Cable,9,true,true,true,true,false,true,true,true
2782-JEEBU,false,,,true,DSL,9,false,true,false,true,false,false,false,true
5261-QSHQM,false,,,true,DSL,9,false,false,false,false,false,false,false,true
5311-IHLEI,false,,,true,DSL,9,true,true,false,true,true,false,false,true
5386-THSLQ,false,,,true,Cable,9,false,true,true,false,true,false,false,true
5456-ITGIC,false,,,true,DSL,9,true,true,true,true,true,true,true,true
6128-AQBMT,false,,,true,Cable,9,false,true,true,false,true,true,true,true
6402-SSEJG,false,,,true,DSL,9,true,true,true,false,true,true,true,true
6543-CPZMK,false,,,true,DSL,9,false,true,false,false,false,false,false,false
6656-JWRQX,false,,,true,DSL,9,false,false,false,true,false,false,false,false
8908-NMQTX,false,,,true,Cable,9,true,true,true,true,true,true,true,true
9906-NHHVC,false,,,true,Cable,9,false,true,true,false,true,true,false,true
0017-DINOC,false,,,true,Cable,10,true,false,false,true,true,false,false,true
1271-SJBGZ,false,,,true,DSL,10,false,false,true,true,false,true,false,true
1636-NTNCO,false,,,true,DSL,10,false,true,false,false,true,true,false,true
3285-UCQVC,false,,,true,DSL,10,false,false,false,true,false,false,false,true
3307-TLCUD,false,,,true,Cable,10,true,false,true,false,false,false,false,true
3441-CGZJH,false,,,true,DSL,10,true,false,true,true,true,true,true,false
4079-WWQQQ,false,,,true,Cable,10,true,true,true,true,true,true,true,true
5590-YRFJT,false,,,true,DSL,10,false,false,false,false,false,false,false,true
7240-ETPTR,false,,,true,DSL,10,false,false,true,false,true,true,true,false
7590-VHVEG,false,,,true,DSL,10,false,true,false,false,false,false,false,true
7605-BDWDC,false,,,true,DSL,10,true,true,false,true,false,true,true,true
7795-CFOCW,false,,,true,DSL,10,true,false,true,true,false,false,false,true
7816-VGHTO,false,,,true,Cable,10,false,true,true,true,false,false,false,false
7876-AEHIG,false,,,true,DSL,10,true,false,true,true,true,true,true,true
0562-KBDVM,false,,,true,DSL,11,true,true,true,true,false,false,false,true
1099-BTKWT,false,,,true,DSL,11,true,false,true,false,true,true,true,true
1142-WACZW,false,,,true,Cable,11,false,false,false,true,false,false,false,true
1530-ZTDOZ,false,,,true,Cable,11,true,false,false,false,true,false,false,true
2519-ERQOJ,false,,,true,Cable,11,false,false,true,true,true,true,false,true
3896-RCYYE,false,,,true,DSL,11,false,false,true,true,true,true,true,true
4859-ZSRDZ,false,,,true,Cable,11,false,false,true,true,true,true,true,true
4987-GQWPO,false,,,true,DSL,11,false,false,false,false,false,false,false,true
5482-PLVPE,false,,,true,DSL,11,false,false,false,false,false,false,false,true
6029-CSMJE,false,,,true,Cable,11,false,false,false,false,false,false,false,true
6133-OZILE,false,,,true,DSL,11,false,false,true,true,false,false,false,false
8882-TLVRW,false,,,true,DSL,11,true,false,true,true,false,false,false,true
9388-ZEYVT,false,,,true,DSL,11,false,false,true,true,false,true,true,true
9867-XOBQA,false,,,true,DSL,11,true,true,true,true,true,false,false,true
0601-WZHJF,false,,,true,DSL,12,false,false,false,false,true,true,true,true
2027-OAQQC,false,,,true,DSL,12,false,false,true,false,true,true,true,true
2091-MJTFX,false,,,true,DSL,12,false,false,false,true,true,true,true,true
2361-FJWNO,false,,,true,Cable,12,false,true,false,true,false,false,false,false
2485-ITVKB,false,,,true,DSL,12,false,false,false,false,false,true,true,false
2946-KIQSP,false,,,true,Cable,12,false,false,true,true,false,false,false,false
3346-BRMIS,false,,,true,DSL,12,false,false,true,false,true,true,true,true
5199-FPUSP,false,,,true,Cable,12,true,false,false,true,false,false,false,true
6166-YIPFO,false,,,true,DSL,12,true,true,true,true,true,true,true,false
6542-LWGXJ,false,,,true,DSL,12,false,false,false,false,false,false,false,true
7734-DBOAI,false,,,true,DSL,12,false,false,false,true,true,false,false,false
8069-YQQAJ,false,,,true,Cable,12,false,true,false,false,false,false,false,true
8169-SAEJD,false,,,true,DSL,12,true,true,false,false,true,true,true,false
9227-LUNBG,false,,,true,DSL,12,false,false,false,false,false,false,false,true
9514-JDSKI,false,,,true,DSL,12,false,true,false,false,true,false,false,true
0458-HEUZG,false,,,true,Cable,13,false,false,true,true,false,false,false,false
1282-IHQAC,false,,,true,Cable,13,false,true,true,false,true,false,false,true
1708-PBBOA,false,,,true,DSL,13,true,true,true,true,false,true,true,false
1837-YQUCE,false,,,true,DSL,13,true,false,true,true,true,true,true,true
2794-XIMMO,false,,,true,DSL,13,false,true,true,true,true,true,true,true
2826-DXLQO,false,,,true,DSL,13,true,false,false,false,false,false,false,true
2911-UREFD,false,,,true,DSL,13,true,false,true,false,true,true,true,true
3677-IYRBF,false,,,true,DSL,13,false,false,true,false,false,false,false,true
3748-FVMZZ,false,,,true,DSL,13,false,false,false,true,false,true,true,true
4367-NHWMM,false,,,true,Cable,13,false,false,false,false,false,false,false,true
5862-BRIXZ,false,,,true,DSL,13,true,false,true,true,true,true,true,true
6158-HDPXZ,false,,,true,DSL,13,false,false,false,false,false,false,false,true
7338-ERIVA,false,,,true,DSL,13,true,false,false,true,true,false,false,true
7384-GHBPI,false,,,true,Cable,13,false,false,false,false,false,true,true,true
7853-OETYL,false,,,true,DSL,13,true,false,false,false,false,false,false,true
8756-RDDLT,false,,,true,Cable,13,false,true,false,true,false,true,true,true
9057-MSWCO,false,,,true,Cable,13,true,false,false,false,false,false,false,false
9309-BZGNT,false,,,true,DSL,13,false,false,true,false,false,false,false,true
0282-NVSJS,false,,,true,DSL,14,false,false,false,true,false,false,false,true
0739-UUAJR,false,,,true,Cable,14,true,false,true,false,true,true,true,true
0946-FKYTX,false,,,true,Cable,14,false,true,false,false,false,false,false,true
1397-XKKWR,false,,,true,DSL,14,true,false,true,false,false,false,false,true
2606-RMDHZ,false,,,true,DSL,14,false,true,false,false,false,false,false,true
3621-CHYVB,false,,,true,DSL,14,true,false,true,true,false,true,true,true
3841-CONLJ,false,,,true,DSL,14,false,false,false,false,false,true,true,true
4967-WPNCF,false,,,true,Cable,14,true,true,true,true,true,true,true,true
4976-LNFVV,false,,,true,DSL,14,false,true,true,false,false,false,false,true
6243-OZGFH,false,,,true,DSL,14,false,false,false,false,true,true,true,false
6537-OTKMY,false,,,true,DSL,14,false,false,true,false,true,true,true,true
7078-NVFAM,false,,,true,Cable,14,true,true,false,false,false,false,false,true
8314-DPQHL,false,,,true,DSL,14,true,false,true,true,false,true,true,true
8799-OXZMD,false,,,true,DSL,14,false,false,true,false,false,false,false,true
8898-KASCD,false,,,true,DSL,14,false,false,true,true,false,false,false,true
0612-RTZZA,false,,,true,DSL,15,false,false,false,false,false,false,false,true
2192-CKRLV,false,,,true,DSL,15,true,true,true,false,false,true,true,true
2209-XADXF,false,,,true,DSL,15,false,false,false,false,false,false,false,false
3317-HRTNN,false,,,true,DSL,15,false,false,false,false,true,true,false,true
3884-UEBXB,false,,,true,DSL,15,true,true,false,false,false,false,false,true
4592-IWTJI,false,,,true,Cable,15,true,false,false,false,false,false,false,true
4785-QRJHC,false,,,true,DSL,15,false,true,true,true,true,true,false,false
4999-IEZLT,false,,,true,Cable,15,false,false,false,true,false,false,false,true
6034-ZRYCV,false,,,true,Cable,15,false,true,true,false,true,true,true,true
6158-DWPZT,false,,,true,DSL,15,false,false,false,false,false,false,false,true
6704-UTUKK,false,,,true,DSL,15,false,false,false,false,true,true,true,false
7722-VJRQD,false,,,true,Cable,15,true,false,true,true,true,true,true,true
8181-YHCMF,false,,,true,DSL,15,false,true,true,true,true,true,true,true
8404-VIOMB,false,,,true,DSL,15,true,true,true,true,true,true,true,true
9242-TKFSV,false,,,true,DSL,15,true,true,true,true,true,true,true,true
0420-BWTPW,false,,,true,DSL,16,false,false,false,false,false,false,false,true
2045-BMBTJ,false,,,true,DSL,16,true,true,true,false,true,true,false,true
2162-FRZAA,false,,,true,DSL,16,false,true,true,true,false,false,false,true
2533-TIBIX,false,,,true,Cable,16,true,false,false,false,false,false,false,true
3058-WQDRE,false,,,true,Cable,16,false,false,false,false,false,false,false,true
4032-RMHCI,false,,,true,Cable,16,true,false,true,false,false,false,false,true
4872-JCVCA,false,,,true,DSL,16,true,true,true,true,false,false,false,true
5360-XGYAZ,false,,,true,DSL,16,true,true,true,true,true,true,true,false
5650-VDUDS,false,,,true,Cable,16,false,false,false,false,false,false,false,true
6464-KEXXH,false,,,true,Cable,16,false,false,false,false,false,false,false,true
6661-EIPZC,false,,,true,DSL,16,false,false,false,true,false,false,false,true
8205-OTCHB,false,,,true,DSL,16,false,true,true,false,false,true,true,true
8718-PTMEZ,false,,,true,Cable,16,false,true,false,false,false,false,false,true
8819-WFGGJ,false,,,true,Cable,16,true,false,true,false,true,true,true,true
9880-TDQAC,false,,,true,DSL,16,false,true,true,true,true,true,true,true
0298-XACET,false,,,true,DSL,17,false,true,true,true,true,false,false,true
0305-SQECB,false,,,true,DSL,17,true,false,false,true,false,false,false,false
0526-SXDJP,false,,,true,Cable,17,true,true,true,false,false,false,false,true
1976-AZZPJ,false,,,true,DSL,17,true,true,false,false,false,false,false,true
2073-QBVBI,false,,,true,Cable,17,false,true,false,true,false,false,false,true
2817-NTQDO,false,,,true,DSL,17,true,false,false,true,true,false,false,true
4459-BBGHE,false,,,true,DSL,17,false,false,false,false,true,true,true,true
4801-JZAZL,false,,,true,DSL,17,true,false,false,false,false,false,false,true
5351-QESIO,false,,,true,Cable,17,false,false,false,false,false,false,false,true
5397-NSKQG,false,,,true,DSL,17,true,false,false,false,true,true,true,true
5944-UGLLK,false,,,true,Cable,17,false,false,true,true,true,true,true,true
6701-DHKWQ,false,,,true,DSL,17,false,true,true,true,true,false,false,true
6738-ISCBM,false,,,true,Cable,17,true,false,true,false,true,true,true,true
8259-NFJTV,false,,,true,Cable,17,true,false,false,true,false,false,false,true
9286-BHDQG,false,,,true,DSL,17,true,true,true,true,false,false,false,true
9610-WCESF,false,,,true,Cable,17,true,false,false,true,true,false,false,true
0616-ATFGB,false,,,true,Cable,18,false,false,false,false,false,false,false,true
0756-MPZRL,false,,,true,DSL,18,false,false,true,true,false,false,false,true
0823-HSCDJ,false,,,true,DSL,18,false,true,false,false,true,true,true,false
2592-SEIFQ,false,,,true,DSL,18,false,false,false,false,false,false,false,true
2959-EEXWB,false,,,true,DSL,18,true,false,false,false,true,true,true,true
3069-SSVSN,false,,,true,DSL,18,false,false,false,false,false,false,false,true
4030-VPZBD,false,,,true,DSL,18,false,false,false,true,false,false,false,true
5180-UCIIQ,false,,,true,Cable,18,true,false,false,false,false,true,false,true
5275-PMFUT,false,,,true,DSL,18,true,true,true,true,true,true,true,true
5730-RIITO,false,,,true,DSL,18,true,true,false,false,false,false,false,false
5960-MVTUK,false,,,true,DSL,18,false,false,false,true,false,false,false,true
6203-HBZPA,false,,,true,DSL,18,true,true,true,true,true,true,true,true
7191-ADRGF,false,,,true,Cable,18,false,true,true,false,true,true,true,true
7568-PODML,false,,,true,DSL,18,false,false,false,false,true,true,true,true
8242-PDSGJ,false,,,true,DSL,18,true,false,true,true,false,false,false,true
8626-PTQGE,false,,,true,Cable,18,true,true,false,true,true,true,true,true
9495-REDIY,false,,,true,DSL,18,true,false,false,false,true,false,false,true
9750-BOOHV,false,,,true,DSL,18,true,false,false,false,false,false,false,true
0019-GFNTW,false,,,true,DSL,19,true,true,true,true,false,false,false,true
0032-PGELS,false,,,true,DSL,19,true,false,false,false,false,false,false,true
0128-MKWSG,false,,,true,DSL,19,true,false,false,true,false,true,true,true
0222-CNVPT,false,,,true,DSL,19,true,false,false,false,true,true,true,true
0373-AIVNJ,false,,,true,Cable,19,true,true,true,false,false,false,false,true
0384-LPITE,false,,,true,Cable,19,true,true,true,false,true,true,true,true
0774-RMNUW,false,,,true,Cable,19,true,true,false,true,true,true,true,true
0804-XBFBV,false,,,true,DSL,19,false,false,false,false,false,false,false,true
0811-GSDTP,false,,,true,Cable,19,false,true,false,false,false,false,false,false
0909-SDHNU,false,,,true,Cable,19,true,false,false,false,false,false,false,true
1094-BKOSX,false,,,true,Cable,19,false,true,true,true,false,true,true,true
1209-VFFOC,false,,,true,DSL,19,true,true,true,true,false,true,true,true
1360-RCYRT,false,,,true,DSL,19,false,false,false,true,false,false,false,true
2137-DQMEV,false,,,true,DSL,19,true,true,false,false,true,false,false,true
2187-LZGPL,false,,,true,DSL,19,false,true,false,false,false,true,true,true
2436-QBZFP,false,,,true,DSL,19,false,true,false,false,true,false,false,false
3237-AJGEH,false,,,true,DSL,19,false,false,false,true,false,false,false,false
3315-IKYZQ,false,,,true,DSL,19,true,false,true,true,true,false,false,true
4115-UMJFQ,false,,,true,DSL,19,false,true,true,false,false,false,false,false
4198-VFOEA,false,,,true,DSL,19,true,false,false,true,false,false,false,true
5126-RCXYW,false,,,true,DSL,19,false,false,true,true,false,true,true,false
5167-GBFRE,false,,,true,DSL,19,false,false,false,false,false,false,false,true
5227-JSCFE,false,,,true,DSL,19,true,true,true,true,false,false,false,true
5762-TJXGK,false,,,true,DSL,19,true,true,true,false,true,true,true,true
5882-CMAZQ,false,,,true,DSL,19,false,true,false,true,false,false,false,true
6174-NRBTZ,false,,,true,Cable,19,true,false,false,false,false,false,false,true
6917-IAYHD,false,,,true,Cable,19,false,true,false,true,false,false,false,false
7131-ZQZNK,false,,,true,DSL,19,true,false,true,true,true,true,true,true
7325-ENZFI,false,,,true,DSL,19,true,true,false,true,false,false,false,true
7595-EHCDL,false,,,true,DSL,19,false,false,true,false,true,true,true,true
7771-ZONAT,false,,,true,DSL,19,false,false,true,true,true,true,true,true
7851-FLGGQ,false,,,true,Cable,19,false,true,false,true,false,true,true,true
7932-WPTDS,false,,,true,DSL,19,false,false,false,false,false,false,false,true
8328-SKJNO,false,,,true,DSL,19,true,true,false,true,false,false,false,true
8821-KVZKQ,false,,,true,Cable,19,false,true,true,true,true,true,true,true
9581-GVBXT,false,,,true,DSL,19,true,false,true,false,false,false,false,true
9746-YKGXB,false,,,true,DSL,19,true,false,true,false,false,true,true,true
9758-MFWGD,false,,,true,DSL,19,false,true,false,false,false,false,false,true
9888-ZCUMM,false,,,true,DSL,19,true,false,true,true,true,true,true,true
0020-JDNXP,false,,,true,DSL,20,true,false,true,true,true,true,true,true
2495-INZWQ,false,,,true,Cable,20,false,false,false,false,true,true,true,false
2639-UGMAZ,false,,,true,DSL,20,true,true,false,false,true,true,true,true
4472-LVYGI,false,,,true,Cable,20,true,false,true,true,true,false,false,true
5143-EGQFK,false,,,true,Cable,20,false,false,false,true,false,false,false,false
6122-EFVKN,false,,,true,Cable,20,true,false,false,true,false,false,false,true
6164-HAQTX,false,,,true,DSL,20,true,true,true,true,true,false,false,true
6773-LQTVT,false,,,true,DSL,20,false,true,true,false,false,false,false,true
7136-RVDTZ,false,,,true,DSL,20,false,false,false,false,true,true,false,true
7389-KBFIT,false,,,true,DSL,20,false,true,false,false,false,false,false,true
7395-XWZOY,false,,,true,DSL,20,true,true,true,true,true,false,false,true
7511-YMXVQ,false,,,true,Cable,20,false,false,false,false,true,true,true,false
7890-VYYWG,false,,,true,DSL,20,false,false,false,false,true,false,false,true
8582-KRHPJ,false,,,true,DSL,20,true,true,false,false,false,false,false,true
8992-JQYUN,false,,,true,DSL,20,false,false,true,false,true,true,true,true
0076-LVEPS,false,,,true,DSL,21,true,true,true,true,false,false,false,true
1264-FUHCX,false,,,true,DSL,21,false,true,false,true,true,true,true,true
2346-DJQTB,false,,,true,DSL,21,false,false,false,false,false,false,false,false
2862-PFNIK,false,,,true,Cable,21,false,false,false,false,false,false,false,false
2969-QWUBZ,false,,,true,Cable,21,false,true,false,false,true,true,true,true
3256-EZDBI,false,,,true,DSL,21,false,true,false,false,false,false,false,true
3797-VTIDR,false,,,true,DSL,21,false,false,false,false,false,false,false,true
4023-RTIQM,false,,,true,DSL,21,true,true,true,false,false,true,false,true
4291-HYEBC,false,,,true,DSL,21,false,true,false,false,false,true,true,true
4430-UZIPO,false,,,true,DSL,21,false,true,false,true,false,false,false,true
5204-QZXPU,false,,,true,DSL,21,false,false,true,false,true,false,false,true
6180-YBIQI,false,,,true,DSL,21,false,false,false,false,false,false,false,true
6211-WHMYA,false,,,true,DSL,21,false,true,false,true,true,false,false,false
6344-SFJVH,false,,,true,DSL,21,false,false,false,false,false,false,false,true
6397-JNZZG,false,,,true,DSL,21,false,true,true,false,true,true,false,true
7029-IJEJK,false,,,true,DSL,21,true,false,false,true,false,true,true,true
7233-IOQNP,false,,,true,Cable,21,true,false,false,true,false,false,false,true
7881-EVUAD,false,,,true,DSL,21,true,true,false,false,false,true,true,true
8035-BUYVG,false,,,true,DSL,21,true,true,true,false,false,false,false,true
8807-ARQET,false,,,true,Cable,21,false,true,false,false,false,true,true,true
9026-LHEVG,false,,,true,DSL,21,false,true,false,false,false,true,true,false
9907-SWKKF,false,,,true,DSL,21,false,false,false,false,false,false,false,true
0056-EPFBG,false,,,true,Cable,22,true,false,true,true,false,false,false,true
0212-ISBBF,false,,,true,Cable,22,false,true,false,false,true,true,true,true
0234-TEVTT,false,,,true,DSL,22,true,false,true,false,false,true,true,true
0301-FIDRB,false,,,true,DSL,22,true,true,true,true,true,true,true,true
0699-NDKJM,false,,,true,Cable,22,true,true,true,false,true,true,true,true
0975-VOOVL,false,,,true,DSL,22,false,true,false,false,false,false,false,true
1816-FLZDK,false,,,true,DSL,22,false,false,false,true,false,false,false,true
3016-KSVCP,false,,,true,DSL,22,false,false,false,false,true,false,false,true
3034-ZBEQN,false,,,true,DSL,22,false,true,true,false,false,false,false,true
3091-FYHKI,false,,,true,DSL,22,false,false,false,false,false,true,true,true
3751-KTZEL,false,,,true,DSL,22,false,false,false,false,false,true,true,true
4307-KWMXE,false,,,true,DSL,22,false,true,false,true,false,false,false,true
4776-XSKYQ,false,,,true,DSL,22,false,false,false,true,false,false,false,true
7016-BPGEU,false,,,true,Cable,22,false,false,false,false,false,false,false,true
7950-XWOVN,false,,,true,DSL,22,false,true,true,false,false,false,false,false
8316-BBQAY,false,,,true,Cable,22,true,false,true,true,true,true,true,true
8676-OOQEJ,false,,,true,Cable,22,false,false,false,true,false,false,false,true
9000-PLFUZ,false,,,true,DSL,22,false,true,false,false,true,true,false,false
0117-LFRMW,false,,,true,DSL,23,true,true,true,false,false,false,false,true
0277-ORXQS,false,,,true,Cable,23,false,false,false,true,true,true,true,false
0523-VNGTF,false,,,true,DSL,23,false,true,true,true,true,false,false,true
0769-MURVM,false,,,true,Cable,23,true,true,true,true,true,true,true,true
1049-FYSYG,false,,,true,DSL,23,false,true,true,false,false,false,false,true
1925-LFCZZ,false,,,true,DSL,23,false,false,true,false,true,true,false,true
2197-OMWGI,false,,,true,DSL,23,false,true,true,false,true,true,true,true
3635-JBPSG,false,,,true,DSL,23,false,true,false,false,false,true,true,true
3739-YBWAB,false,,,true,Cable,23,true,false,true,false,false,false,false,true
4139-SUGLD,false,,,true,DSL,23,true,false,false,true,false,false,false,true
4439-YRNVD,false,,,true,DSL,23,false,true,false,true,false,false,false,true
4837-PZTIC,false,,,true,Cable,23,true,false,true,true,false,false,false,true
5046-NUHWD,false,,,true,Cable,23,true,false,true,false,false,true,false,true
