customer_id,customer_status,churn_category,churn_reason
1087-UDSIH,Churned,Attitude,Attitude of support person
1195-OIYEJ,Churned,Attitude,Attitude of support person
1285-OKIPP,Churned,Attitude,Attitude of support person
1349-WXNGG,Churned,Attitude,Attitude of support person
1450-SKCVI,Churned,Attitude,Attitude of support person
1564-NTYXF,Churned,Attitude,Attitude of support person
1577-HKTFG,Churned,Attitude,Attitude of support person
1583-IHQZE,Churned,Attitude,Attitude of support person
1612-EOHDH,Churned,Attitude,Attitude of support person
1644-IRKSF,Churned,Attitude,Attitude of support person
1704-NRWYE,Churned,Attitude,Attitude of support person
1724-BQUHA,Churned,Attitude,Attitude of support person
1820-TQVEV,Churned,Attitude,Attitude of support person
1875-QIVME,Churned,Attitude,Attitude of support person
2027-FECZV,Churned,Attitude,Attitude of support person
2034-CGRHZ,Churned,Attitude,Attitude of support person
2091-RFFBA,Churned,Attitude,Attitude of support person
2114-MGINA,Churned,Attitude,Attitude of support person
2153-MREFK,Churned,Attitude,Attitude of support person
2309-OSFEU,Churned,Attitude,Attitude of support person
2311-QYMUQ,Churned,Attitude,Attitude of support person
2446-BEGGB,Churned,Attitude,Attitude of support person
2460-FPSYH,Churned,Attitude,Attitude of support person
2484-DGXPZ,Churned,Attitude,Attitude of support person
2485-ITVKB,Churned,Attitude,Attitude of support person
2506-CLAKW,Churned,Attitude,Attitude of support person
2659-VXMWZ,Churned,Attitude,Attitude of support person
2725-KXXWT,Churned,Attitude,Attitude of support person
2737-YNGYW,Churned,Attitude,Attitude of support person
2839-RFSQE,Churned,Attitude,Attitude of support person
2876-VBBBL,Churned,Attitude,Attitude of support person
2886-KEFUM,Churned,Attitude,Attitude of support person
3001-CBHLQ,Churned,Attitude,Attitude of support person
3070-DVEYC,Churned,Attitude,Attitude of support person
3096-IZETN,Churned,Attitude,Attitude of support person
3132-TVFDZ,Churned,Attitude,Attitude of support person
3143-ILDAL,Churned,Attitude,Attitude of support person
3207-OYBWH,Churned,Attitude,Attitude of support person
3247-ZVOUO,Churned,Attitude,Attitude of support person
3296-SILRA,Churned,Attitude,Attitude of support person
3398-ZOUAA,Churned,Attitude,Attitude of support person
3419-SNJJD,Churned,Attitude,Attitude of support person
3422-LYEPQ,Churned,Attitude,Attitude of support person
3426-NIYYL,Churned,Attitude,Attitude of support person
3494-JCHRQ,Churned,Attitude,Attitude of support person
3500-RMZLT,Churned,Attitude,Attitude of support person
3521-SYVOR,Churned,Attitude,Attitude of support person
3571-RFHAR,Churned,Attitude,Attitude of support person
3585-ISXZP,Churned,Attitude,Attitude of support person
3647-GMGDH,Churned,Attitude,Attitude of support person
3669-OYSJI,Churned,Attitude,Attitude of support person
3677-IYRBF,Churned,Attitude,Attitude of support person
3714-JTVOV,Churned,Attitude,Attitude of support person
3754-DXMRT,Churned,Attitude,Attitude of support person
3791-LGQCY,Churned,Attitude,Attitude of support person
3803-KMQFW,Churned,Attitude,Attitude of support person
3834-XUIFC,Churned,Attitude,Attitude of support person
3866-MDTUB,Churned,Attitude,Attitude of support person
3877-JRJIP,Churned,Attitude,Attitude of support person
3884-HCSWG,Churned,Attitude,Attitude of support person
3900-AQPHZ,Churned,Attitude,Attitude of support person
3946-MHCZW,Churned,Attitude,Attitude of support person
4083-EUGRJ,Churned,Attitude,Attitude of support person
4112-LUEIZ,Churned,Attitude,Attitude of support person
4116-TZAQJ,Churned,Attitude,Attitude of support person
4143-HHPMK,Churned,Attitude,Attitude of support person
4160-AMJTL,Churned,Attitude,Attitude of support person
4184-TJFAN,Churned,Attitude,Attitude of support person
4195-SMMNX,Churned,Attitude,Attitude of support person
4211-MMAZN,Churned,Attitude,Attitude of support person
4237-RLAQD,Churned,Attitude,Attitude of support person
4248-HCETZ,Churned,Attitude,Attitude of support person
4250-FDVOU,Churned,Attitude,Attitude of support person
4285-GYRQC,Churned,Attitude,Attitude of support person
4390-KYULV,Churned,Attitude,Attitude of support person
4423-YLHDV,Churned,Attitude,Attitude of support person
4439-JMPMT,Churned,Attitude,Attitude of support person
4464-JCOLN,Churned,Attitude,Attitude of support person
4503-BDXBD,Churned,Attitude,Attitude of support person
4510-PYUSH,Churned,Attitude,Attitude of support person
4514-GFCFI,Churned,Attitude,Attitude of support person
4541-RMRLG,Churned,Attitude,Attitude of support person
4566-GOLUK,Churned,Attitude,Attitude of support person
4587-NUKOX,Churned,Attitude,Attitude of support person
4592-IWTJI,Churned,Attitude,Attitude of support person
4597-ELFTS,Churned,Attitude,Attitude of support person
4597-NUCQV,Churned,Attitude,Attitude of support person
4701-MLJPN,Churned,Attitude,Attitude of support person
4720-VSTSI,Churned,Attitude,Attitude of support person
4745-LSPLO,Churned,Attitude,Attitude of support person
4817-QRJSX,Churned,Attitude,Attitude of support person
4818-DRBQT,Churned,Attitude,Attitude of support person
4818-QIUFN,Churned,Attitude,Attitude of support person
4822-RVYBB,Churned,Attitude,Attitude of support person
4897-QSUYC,Churned,Attitude,Attitude of support person
4902-OHLSK,Churned,Attitude,Attitude of support person
4911-BANWH,Churned,Attitude,Attitude of support person
4946-EDSEW,Churned,Attitude,Attitude of support person
4988-IQIGL,Churned,Attitude,Attitude of support person
5057-LCOUI,Churned,Attitude,Attitude of support person
5143-WMWOG,Churned,Attitude,Attitude of support person
5196-SGOAK,Churned,Attitude,Attitude of support person
5287-QWLKY,Churned,Attitude,Attitude of support person
5357-TZHPP,Churned,Attitude,Attitude of support person
5393-RXQSZ,Churned,Attitude,Attitude of support person
5480-HPRRX,Churned,Attitude,Attitude of support person
5570-PTWEH,Churned,Attitude,Attitude of support person
5616-PRTNT,Churned,Attitude,Attitude of support person
5644-PDMZC,Churned,Attitude,Attitude of support person
5655-JSMZM,Churned,Attitude,Attitude of support person
5673-FSSMF,Churned,Attitude,Attitude of support person
5687-DKDTV,Churned,Attitude,Attitude of support person
5922-ABDVO,Churned,Attitude,Attitude of support person
5940-AHUHD,Churned,Attitude,Attitude of support person
6086-ESGRL,Churned,Attitude,Attitude of support person
6127-ISGTU,Churned,Attitude,Attitude of support person
6142-VSJQO,Churned,Attitude,Attitude of support person
6207-WIOLX,Churned,Attitude,Attitude of support person
6270-OMFIW,Churned,Attitude,Attitude of support person
6347-DCUIK,Churned,Attitude,Attitude of support person
6394-MFYNG,Churned,Attitude,Attitude of support person
6437-UKHMV,Churned,Attitude,Attitude of support person
6474-FVJLC,Churned,Attitude,Attitude of support person
6496-SLWHQ,Churned,Attitude,Attitude of support person
6651-AZVTJ,Churned,Attitude,Attitude of support person
6689-TCZHQ,Churned,Attitude,Attitude of support person
6712-OAWRH,Churned,Attitude,Attitude of support person
6769-DYBQN,Churned,Attitude,Attitude of support person
6770-XUAGN,Churned,Attitude,Attitude of support person
6849-WLEYG,Churned,Attitude,Attitude of support person
6861-OKBCE,Churned,Attitude,Attitude of support person
6861-XWTWQ,Churned,Attitude,Attitude of support person
6877-LGWXO,Churned,Attitude,Attitude of support person
6910-HADCM,Churned,Attitude,Attitude of support person
6982-UQZLY,Churned,Attitude,Attitude of support person
6987-XQSJT,Churned,Attitude,Attitude of support person
6990-YNRIO,Churned,Attitude,Attitude of support person
7054-LGEQW,Churned,Attitude,Attitude of support person
7083-YNSKY,Churned,Attitude,Attitude of support person
7112-OPOTK,Churned,Attitude,Attitude of support person
7198-GLXTC,Churned,Attitude,Attitude of support person
7206-GZCDC,Churned,Attitude,Attitude of support person
7234-FECYN,Churned,Attitude,Attitude of support person
7240-FQLHE,Churned,Attitude,Attitude of support person
7279-BUYWN,Churned,Attitude,Attitude of support person
7359-PTSXY,Churned,Attitude,Attitude of support person
7377-DMMRI,Churned,Attitude,Attitude of support person
7384-GHBPI,Churned,Attitude,Attitude of support person
7470-MCQTK,Churned,Attitude,Attitude of support person
7481-ATQQS,Churned,Attitude,Attitude of support person
7517-SAWMO,Churned,Attitude,Attitude of support person
7526-BEZQB,Churned,Attitude,Attitude of support person
7530-HDYDS,Churned,Attitude,Attitude of support person
7551-JOHTI,Churned,Attitude,Attitude of support person
7603-USHJS,Churned,Attitude,Attitude of support person
7619-ODSGN,Churned,Attitude,Attitude of support person
7638-QVMVY,Churned,Attitude,Attitude of support person
7734-DBOAI,Churned,Attitude,Attitude of support person
7776-QWNFX,Churned,Attitude,Attitude of support person
7780-OTDSO,Churned,Attitude,Attitude of support person
7854-EKTJL,Churned,Attitude,Attitude of support person
7927-AUXBZ,Churned,Attitude,Attitude of support person
8035-BUYVG,Churned,Attitude,Attitude of support person
8042-JVNFH,Churned,Attitude,Attitude of support person
8080-DDEMJ,Churned,Attitude,Attitude of support person
8083-YTZES,Churned,Attitude,Attitude of support person
8111-SLLHI,Churned,Attitude,Attitude of support person
8128-YVJRG,Churned,Attitude,Attitude of support person
8155-IBNHG,Churned,Attitude,Attitude of support person
8166-ZZTFS,Churned,Attitude,Attitude of support person
8444-WRIDW,Churned,Attitude,Attitude of support person
8496-EJAUI,Churned,Attitude,Attitude of support person
8510-AWCXC,Churned,Attitude,Attitude of support person
8634-MPHTR,Churned,Attitude,Attitude of support person
8637-XJIVR,Churned,Attitude,Attitude of support person
8640-SDGKB,Churned,Attitude,Attitude of support person
8840-DQLGN,Churned,Attitude,Attitude of support person
8931-GJJIQ,Churned,Attitude,Attitude of support person
8999-BOHSE,Churned,Attitude,Attitude of support person
9025-ZRPVR,Churned,Attitude,Attitude of support person
9102-IAYHT,Churned,Attitude,Attitude of support person
9172-ANCRX,Churned,Attitude,Attitude of support person
9210-IAHGH,Churned,Attitude,Attitude of support person
9300-RENDD,Churned,Attitude,Attitude of support person
9436-ZBZCT,Churned,Attitude,Attitude of support person
9507-EXLTT,Churned,Attitude,Attitude of support person
9600-UDOPK,Churned,Attitude,Attitude of support person
9606-PBKBQ,Churned,Attitude,Attitude of support person
9651-GTSAQ,Churned,Attitude,Attitude of support person
9787-XVQIU,Churned,Attitude,Attitude of support person
9804-ICWBG,Churned,Attitude,Attitude of support person
9840-DVNDC,Churned,Attitude,Attitude of support person
9846-GKXAS,Churned,Attitude,Attitude of support person
0004-TLHLJ,Churned,Competitor,Competitor had better devices
0093-XWZFY,Churned,Competitor,Competitor had better devices
0107-YHINA,Churned,Competitor,Competitor had better devices
0148-DCDOS,Churned,Competitor,Competitor had better devices
0151-ONTOV,Churned,Competitor,Competitor had better devices
0236-HFWSV,Churned,Competitor,Competitor had better devices
0256-LTHVJ,Churned,Competitor,Competitor had better devices
0280-XJGEX,Churned,Competitor,Competitor had better devices
0295-PPHDO,Churned,Competitor,Competitor had better devices
0318-QUUOB,Churned,Competitor,Competitor had better devices
0322-CHQRU,Churned,Competitor,Competitor had better devices
0328-GRPMV,Churned,Competitor,Competitor had better devices
0378-TOVMS,Churned,Competitor,Competitor had better devices
0506-LVNGN,Churned,Competitor,Competitor had better devices
0515-YPMCW,Churned,Competitor,Competitor had better devices
0578-SKVMF,Churned,Competitor,Competitor had better devices
0596-BQCEQ,Churned,Competitor,Competitor had better devices
0616-ATFGB,Churned,Competitor,Competitor had better devices
0655-RBDUG,Churned,Competitor,Competitor had better devices
0661-XEYAN,Churned,Competitor,Competitor had better devices
0679-IDSTG,Churned,Competitor,Competitor had better devices
0691-JVSYA,Churned,Competitor,Competitor had better devices
0709-TVGUR,Churned,Competitor,Competitor had better devices
0733-VUNUW,Churned,Competitor,Competitor had better devices
0742-NXBGR,Churned,Competitor,Competitor had better devices
0754-UKWQP,Churned,Competitor,Competitor had better devices
0781-LKXBR,Churned,Competitor,Competitor had better devices
0786-VSSUD,Churned,Competitor,Competitor had better devices
0836-SEYLU,Churned,Competitor,Competitor had better devices
0871-URUWO,Churned,Competitor,Competitor had better devices
0880-TKATG,Churned,Competitor,Competitor had better devices
0946-CLJTI,Churned,Competitor,Competitor had better devices
0947-MUGVO,Churned,Competitor,Competitor had better devices
0970-ETWGE,Churned,Competitor,Competitor had better devices
1069-XAIEM,Churned,Competitor,Competitor had better devices
1122-JWTJW,Churned,Competitor,Competitor had better devices
1150-WFARN,Churned,Competitor,Competitor had better devices
1157-BQCUW,Churned,Competitor,Competitor had better devices
1184-PJVDB,Churned,Competitor,Competitor had better devices
1271-SJBGZ,Churned,Competitor,Competitor had better devices
1363-TXLSL,Churned,Competitor,Competitor had better devices
1373-ORVIZ,Churned,Competitor,Competitor had better devices
1415-YFWLT,Churned,Competitor,Competitor had better devices
1448-PWKYE,Churned,Competitor,Competitor had better devices
1450-GALXR,Churned,Competitor,Competitor had better devices
1571-SAVHK,Churned,Competitor,Competitor had better devices
1582-RAFML,Churned,Competitor,Competitor had better devices
1587-FKLZB,Churned,Competitor,Competitor had better devices
1602-IJQQE,Churned,Competitor,Competitor had better devices
1623-NLDOT,Churned,Competitor,Competitor had better devices
1624-WOIWJ,Churned,Competitor,Competitor had better devices
1626-ERCMM,Churned,Competitor,Competitor had better devices
1670-SVOWZ,Churned,Competitor,Competitor had better devices
1725-IQNIY,Churned,Competitor,Competitor had better devices
1750-CSKKM,Churned,Competitor,Competitor had better devices
1809-DMJHQ,Churned,Competitor,Competitor had better devices
1842-EZJMK,Churned,Competitor,Competitor had better devices
1866-RZZQS,Churned,Competitor,Competitor had better devices
1891-FZYSA,Churned,Competitor,Competitor had better devices
1891-UAWWU,Churned,Competitor,Competitor had better devices
1894-IGFSG,Churned,Competitor,Competitor had better devices
1907-UBQFC,Churned,Competitor,Competitor had better devices
1918-ZBFQJ,Churned,Competitor,Competitor had better devices
1976-CFOCS,Churned,Competitor,Competitor had better devices
1980-KXVPM,Churned,Competitor,Competitor had better devices
1989-PRJHP,Churned,Competitor,Competitor had better devices
2004-OCQXK,Churned,Competitor,Competitor had better devices
2026-TGDHM,Churned,Competitor,Competitor had better devices
2058-DCJBE,Churned,Competitor,Competitor had better devices
2074-GKOWZ,Churned,Competitor,Competitor had better devices
2135-RXIHG,Churned,Competitor,Competitor had better devices
2202-CUYXZ,Churned,Competitor,Competitor had better devices
2207-NHRJK,Churned,Competitor,Competitor had better devices
2359-KMGLI,Churned,Competitor,Competitor had better devices
2482-CZGBB,Churned,Competitor,Competitor had better devices
2519-FAKOD,Churned,Competitor,Competitor had better devices
2528-HFYZX,Churned,Competitor,Competitor had better devices
2568-BRGYX,Churned,Competitor,Competitor had better devices
2606-RMDHZ,Churned,Competitor,Competitor had better devices
2608-BHKFN,Churned,Competitor,Competitor had better devices
2672-DZUOY,Churned,Competitor,Competitor had better devices
2685-SREOM,Churned,Competitor,Competitor had better devices
2778-OCLGR,Churned,Competitor,Competitor had better devices
2833-SLKDQ,Churned,Competitor,Competitor had better devices
2834-JRTUA,Churned,Competitor,Competitor had better devices
2834-SPCJV,Churned,Competitor,Competitor had better devices
2865-TCHJW,Churned,Competitor,Competitor had better devices
2894-QOJRX,Churned,Competitor,Competitor had better devices
2929-ERCFZ,Churned,Competitor,Competitor had better devices
2952-QAYZF,Churned,Competitor,Competitor had better devices
2955-BJZHG,Churned,Competitor,Competitor had better devices
2983-ZANRP,Churned,Competitor,Competitor had better devices
2990-HWIML,Churned,Competitor,Competitor had better devices
3030-YZADT,Churned,Competitor,Competitor had better devices
3058-HJCUY,Churned,Competitor,Competitor had better devices
3063-QFSZL,Churned,Competitor,Competitor had better devices
3097-NNSPB,Churned,Competitor,Competitor had better devices
3097-NQYSN,Churned,Competitor,Competitor had better devices
3106-ULWFW,Churned,Competitor,Competitor had better devices
3144-AUDBS,Churned,Competitor,Competitor had better devices
3164-AALRN,Churned,Competitor,Competitor had better devices
3192-NQECA,Churned,Competitor,Competitor had better devices
3194-ORPIK,Churned,Competitor,Competitor had better devices
3198-VELRD,Churned,Competitor,Competitor had better devices
3211-ILJTT,Churned,Competitor,Competitor had better devices
3217-FZDMN,Churned,Competitor,Competitor had better devices
3244-DCJWY,Churned,Competitor,Competitor had better devices
3254-YRILK,Churned,Competitor,Competitor had better devices
3334-CTHOL,Churned,Competitor,Competitor had better devices
3374-LXDEV,Churned,Competitor,Competitor had better devices
3415-TAILE,Churned,Competitor,Competitor had better devices
3473-XIIIT,Churned,Competitor,Competitor had better devices
3536-IQCTX,Churned,Competitor,Competitor had better devices
3538-WZPHD,Churned,Competitor,Competitor had better devices
3583-EKAPL,Churned,Competitor,Competitor had better devices
3606-TWKGI,Churned,Competitor,Competitor had better devices
3627-FHKBK,Churned,Competitor,Competitor had better devices
3727-RJMEO,Churned,Competitor,Competitor had better devices
3737-GCSPV,Churned,Competitor,Competitor had better devices
3801-HMYNL,Churned,Competitor,Competitor had better devices
3811-VBYBZ,Churned,Competitor,Competitor had better devices
3838-OZURD,Churned,Competitor,Competitor had better devices
3859-CVCET,Churned,Competitor,Competitor had better devices
3863-IUBJR,Churned,Competitor,Competitor had better devices
3870-MQAMG,Churned,Competitor,Competitor had better devices
3874-EQOEP,Churned,Competitor,Competitor had better devices
3886-CERTZ,Churned,Competitor,Competitor had better devices
3908-BLSYF,Churned,Competitor,Competitor had better devices
3990-QYKBE,Churned,Competitor,Competitor had better devices
3992-YWPKO,Churned,Competitor,Competitor had better devices
4013-TLDHQ,Churned,Competitor,Competitor had better devices
4088-YLDSU,Churned,Competitor,Competitor had better devices
4110-PFEUZ,Churned,Competitor,Competitor had better devices
4145-UQXUQ,Churned,Competitor,Competitor had better devices
4187-CINZD,Churned,Competitor,Competitor had better devices
4192-GORJT,Churned,Competitor,Competitor had better devices
4193-ORFCL,Churned,Competitor,Competitor had better devices
4277-PVRAN,Churned,Competitor,Competitor had better devices
4289-DTDKW,Churned,Competitor,Competitor had better devices
4317-VTEOA,Churned,Competitor,Competitor had better devices
4342-HENTK,Churned,Competitor,Competitor had better devices
4385-GZQXV,Churned,Competitor,Competitor had better devices
4391-RESHN,Churned,Competitor,Competitor had better devices
4412-YLTKF,Churned,Competitor,Competitor had better devices
4415-IJZTP,Churned,Competitor,Competitor had better devices
4441-NIHPT,Churned,Competitor,Competitor had better devices
4446-BZKHU,Churned,Competitor,Competitor had better devices
4547-LYTDD,Churned,Competitor,Competitor had better devices
4550-VBOFE,Churned,Competitor,Competitor had better devices
4566-QVRRW,Churned,Competitor,Competitor had better devices
4581-SSPWD,Churned,Competitor,Competitor had better devices
4603-JANFB,Churned,Competitor,Competitor had better devices
4625-EWPTF,Churned,Competitor,Competitor had better devices
4626-GYCZP,Churned,Competitor,Competitor had better devices
4628-WQCQQ,Churned,Competitor,Competitor had better devices
4640-UHDOS,Churned,Competitor,Competitor had better devices
4658-HCOHW,Churned,Competitor,Competitor had better devices
4671-LXRDQ,Churned,Competitor,Competitor had better devices
4695-VADHF,Churned,Competitor,Competitor had better devices
4695-WJZUE,Churned,Competitor,Competitor had better devices
4729-XKASR,Churned,Competitor,Competitor had better devices
4735-ASGMA,Churned,Competitor,Competitor had better devices
4750-ZRXIU,Churned,Competitor,Competitor had better devices
4759-TRPLW,Churned,Competitor,Competitor had better devices
4763-PGDPO,Churned,Competitor,Competitor had better devices
4806-KEXQR,Churned,Competitor,Competitor had better devices
4816-LXZYW,Churned,Competitor,Competitor had better devices
4826-XTSOH,Churned,Competitor,Competitor had better devices
4873-ILOLJ,Churned,Competitor,Competitor had better devices
5013-SBUIH,Churned,Competitor,Competitor had better devices
5027-QPKTE,Churned,Competitor,Competitor had better devices
5077-DXTCG,Churned,Competitor,Competitor had better devices
5103-MHMHY,Churned,Competitor,Competitor had better devices
5136-KCKGI,Churned,Competitor,Competitor had better devices
5159-YFPKQ,Churned,Competitor,Competitor had better devices
5192-EBGOV,Churned,Competitor,Competitor had better devices
5204-QZXPU,Churned,Competitor,Competitor had better devices
5208-HFSBT,Churned,Competitor,Competitor had better devices
5233-GEEAX,Churned,Competitor,Competitor had better devices
5240-IJOQT,Churned,Competitor,Competitor had better devices
5275-SQEIZ,Churned,Competitor,Competitor had better devices
5301-GAUUY,Churned,Competitor,Competitor had better devices
5349-IECLD,Churned,Competitor,Competitor had better devices
5364-XYIRR,Churned,Competitor,Competitor had better devices
5419-CONWX,Churned,Competitor,Competitor had better devices
5482-NUPNA,Churned,Competitor,Competitor had better devices
5482-PLVPE,Churned,Competitor,Competitor had better devices
5520-FVEWJ,Churned,Competitor,Competitor had better devices
5539-TMZLF,Churned,Competitor,Competitor had better devices
5567-WSELE,Churned,Competitor,Competitor had better devices
5572-ZDXHY,Churned,Competitor,Competitor had better devices
5609-CEBID,Churned,Competitor,Competitor had better devices
5729-KLZAR,Churned,Competitor,Competitor had better devices
5759-RCVCB,Churned,Competitor,Competitor had better devices
5883-GTGVD,Churned,Competitor,Competitor had better devices
5908-QMGOE,Churned,Competitor,Competitor had better devices
5919-TMRGD,Churned,Competitor,Competitor had better devices
6017-PPLPX,Churned,Competitor,Competitor had better devices
6022-UGGSO,Churned,Competitor,Competitor had better devices
6023-YEBUP,Churned,Competitor,Competitor had better devices
6032-IGALN,Churned,Competitor,Competitor had better devices
6038-GCYEC,Churned,Competitor,Competitor had better devices
6047-YHPVI,Churned,Competitor,Competitor had better devices
6060-DRTNL,Churned,Competitor,Competitor had better devices
6097-EQISJ,Churned,Competitor,Competitor had better devices
6140-QNRQQ,Churned,Competitor,Competitor had better devices
6166-ILMNY,Churned,Competitor,Competitor had better devices
6210-KBBPI,Churned,Competitor,Competitor had better devices
6227-HWPWX,Churned,Competitor,Competitor had better devices
6289-CPNLD,Churned,Competitor,Competitor had better devices
